benefit_id,benefit_number1,benefit_number2,benefit_type,brand_id,card_code,category_id
804,10,0,PBD,28,3651,3
805,2.4,0,PGP,28,3659,3
806,10,0,PBD,28,3665,3
807,10,0,PBD,28,3666,3
808,25,0,PBD,28,3682,3
809,5,0,PBD,28,3725,3
810,5,0,PBD,28,3726,3
811,5,0,PBD,28,3731,3
812,1,0,PGP,28,3772,3
813,5,0,PBD,28,3847,3
814,5,0,PGP,28,3857,3
815,20,0,PBD,28,3859,3
816,0.6,0,PGP,28,3885,3
817,2,0,PGP,28,3888,3
818,5,0,PBD,28,3895,3
819,0.6,0,PGP,28,3913,3
820,3,0,PGP,28,3924,3
821,5,0,PBD,28,3927,3
822,10,0,PBD,28,3936,3
823,2.4,0,PGP,28,3945,3
824,5,0,PBD,28,3947,3
825,0.6,0,PGP,28,3961,3
826,1,0,PBD,28,3964,3
827,1000,1,FGP,28,3969,3
828,5,0,PBD,28,3973,3
829,2,0,PBD,28,3976,3
830,3000,0,WND,28,3978,3
831,5,0,PBD,28,3979,3
832,1.4,0,PGP,28,3999,3
833,0.4,0,PGP,28,4012,3
834,5,0,PBD,28,4059,3
835,0.5,0,PGP,28,4073,3
836,0.5,0,PGP,28,4074,3
837,0.5,0,PGP,28,4076,3
838,0.2,0,PGP,28,4191,3
839,1000,0,WND,28,4192,3
840,0.5,0,PGP,28,4196,3
841,5,0,PND,28,6012,3
842,5,0,PND,28,6014,3
843,5,0,PND,28,6023,3
844,10,0,PBD,30,289,3
845,5,0,PCB,30,381,3
846,10,0,PBD,30,418,3
847,10,0,PBD,30,439,3
848,10,0,PBD,30,472,3
849,10,0,PBD,30,476,3
850,0.4,0,PGP,30,507,3
851,0.4,0,PCB,30,509,3
852,0.4,0,PGP,30,2324,3
853,20,0,PBD,30,2565,3
854,1000,2,FGP,30,2804,3
855,1500,3,FGP,30,2979,3
856,1000,3,FGP,30,2981,3
857,10,0,PGP,30,3251,3
858,1,0,PGP,30,3286,3
859,10,0,PBD,30,3381,3
860,10,0,PBD,30,3382,3
861,0.4,0,PGP,30,3511,3
862,1.4,0,PGP,30,3578,3
863,5,0,PGP,30,3634,3
864,30,0,PBD,30,3648,3
865,10,0,PBD,30,3651,3
866,2.4,0,PGP,30,3659,3
867,10,0,PBD,30,3665,3
868,10,0,PBD,30,3666,3
869,5,0,PBD,30,3725,3
870,5,0,PBD,30,3726,3
871,5,0,PBD,30,3731,3
872,1,0,PGP,30,3772,3
873,1,0,PGP,30,3840,3
874,5,0,PBD,30,3847,3
875,1.2,0,PGP,30,3851,3
876,5,0,PGP,30,3857,3
877,20,0,PBD,30,3859,3
878,1.5,0,PGP,30,3875,3
879,1000,2,FGP,30,3876,3
880,1000,3,FGP,30,3877,3
881,0.6,0,PGP,30,3885,3
882,2,0,PGP,30,3888,3
883,5,0,PBD,30,3895,3
884,0.6,0,PGP,30,3913,3
885,3,0,PGP,30,3924,3
886,5,0,PBD,30,3927,3
887,10,0,PBD,30,3936,3
888,10,0,PGP,30,3943,3
889,2.4,0,PGP,30,3945,3
890,5,0,PBD,30,3947,3
891,3,0,PGP,30,3953,3
892,0.6,0,PGP,30,3961,3
893,1,0,PBD,30,3964,3
894,1000,1,FGP,30,3969,3
895,55,0,PBD,30,3972,3
896,5,0,PBD,30,3973,3
897,2,0,PBD,30,3976,3
898,3000,0,WND,30,3978,3
899,5,0,PBD,30,3979,3
900,1.4,0,PGP,30,3999,3
901,5000,0,WBD,30,4001,3
902,0.4,0,PGP,30,4012,3
903,1.5,0,PBD,30,4056,3
904,5,0,PBD,30,4059,3
905,2.5,0,PGP,30,4065,3
906,50,0,PBD,30,4071,3
907,3,0,PGP,30,4073,3
908,3,0,PGP,30,4074,3
909,1000,0,WBD,30,4074,3
910,2.5,0,PGP,30,4076,3
911,1000,0,WBD,30,4076,3
912,1000,0,WBD,30,4077,3
913,1000,0,WBD,30,4078,3
914,0.2,0,PGP,30,4191,3
915,2.5,0,PGP,30,4196,3
916,5,0,PND,30,6012,3
917,5,0,PND,30,6014,3
918,5,0,PND,30,6023,3
919,0.2,0,PCB,37,3905,3
920,20,0,PBD,20,16,3
921,10,0,PBD,20,20,3
922,10,0,PBD,20,289,3
923,20,0,PCB,20,368,3
924,5,0,PCB,20,381,3
925,10,0,PBD,20,418,3
926,10,0,PBD,20,439,3
927,10,0,PBD,20,472,3
928,10,0,PBD,20,476,3
929,0.4,0,PGP,20,507,3
930,0.4,0,PCB,20,509,3
931,1500,2,FGP,20,1210,3
932,5,0,PGP,20,1239,3
933,20,0,PBD,20,1279,3
934,10,0,PND,20,1897,3
935,20,0,PBD,20,2264,3
936,20,0,PBD,20,2320,3
937,20,0,PBD,20,2321,3
938,0.4,0,PGP,20,2324,3
939,3,0,PGP,20,2359,3
940,3000,0,WBD,20,2368,3
941,20,0,PBD,20,2478,3
942,20,0,PBD,20,2565,3
943,20,0,PCB,20,2633,3
944,1000,2,FGP,20,2804,3
945,1500,3,FGP,20,2979,3
946,1000,3,FGP,20,2981,3
947,10,0,PND,20,3046,3
948,20,0,PBD,20,3065,3
949,10,0,PGP,20,3251,3
950,1,0,PGP,20,3286,3
951,1500,5,FGP,20,3294,3
952,1500,5,FGP,20,3295,3
953,1000,5,FGP,20,3296,3
954,5,0,PCB,20,3329,3
955,20,0,PBD,20,3340,3
956,50,0,PBD,20,3350,3
957,10,0,PCB,20,3351,3
958,20,0,PBD,20,3375,3
959,10,0,PBD,20,3381,3
960,10,0,PBD,20,3382,3
961,20,0,PND,20,3383,3
962,5,0,PBD,20,3420,3
963,20,0,PBD,20,3459,3
964,20,0,PBD,20,3483,3
965,20,0,PBD,20,3500,3
966,0.4,0,PGP,20,3511,3
967,30,0,PCB,20,3555,3
968,5,0,PCB,20,3560,3
969,20,0,PBD,20,3573,3
970,1.4,0,PGP,20,3578,3
971,30,0,PBD,20,3587,3
972,10,0,PBD,20,3629,3
973,5,0,PBD,20,3631,3
974,5,0,PGP,20,3634,3
975,4000,0,WBD,20,3642,3
976,4000,0,WBD,20,3643,3
977,30,0,PBD,20,3644,3
978,30,0,PBD,20,3648,3
979,10,0,PBD,20,3651,3
980,1.5,0,PGP,20,3654,3
981,2.4,0,PGP,20,3659,3
982,4000,0,WBD,20,3661,3
983,10,0,PBD,20,3665,3
984,10,0,PBD,20,3666,3
985,4000,0,WBD,20,3671,3
986,25,0,PBD,20,3682,3
987,20,0,PBD,20,3697,3
988,20,0,PBD,20,3709,3
989,1,0,PGP,20,3711,3
990,20,0,PBD,20,3717,3
991,10,0,PBD,20,3722,3
992,5,0,PBD,20,3725,3
993,5,0,PBD,20,3726,3
994,5,0,PBD,20,3731,3
995,1,0,PGP,20,3772,3
996,5,0,PBD,20,3828,3
997,1,0,PGP,20,3840,3
998,0.5,0,PCB,20,3845,3
999,5,0,PBD,20,3847,3
1000,2000,0,WBD,20,3848,3
1001,20,0,PBD,20,3850,3
1002,1.2,0,PGP,20,3851,3
1003,5,0,PGP,20,3857,3
1004,10,0,PND,20,3858,3
1005,20,0,PBD,20,3859,3
1006,20,0,PBD,20,3860,3
1007,7,0,PGP,20,3861,3
1008,2000,0,WCB,20,3864,3
1009,7,0,PBD,20,3869,3
1010,5,0,PBD,20,3874,3
1011,1.5,0,PGP,20,3875,3
1012,1000,2,FGP,20,3876,3
1013,1000,3,FGP,20,3877,3
1014,0.6,0,PGP,20,3885,3
1015,2,0,PGP,20,3888,3
1016,20,0,PCB,20,3890,3
1017,20,0,PCB,20,3892,3
1018,1000,0,WBD,20,3894,3
1019,5,0,PBD,20,3895,3
1020,1,0,PGP,20,3896,3
1021,10,0,PBD,20,3897,3
1022,0.6,0,PGP,20,3898,3
1023,1000,0,WBD,20,3900,3
1024,5,0,PCB,20,3901,3
1025,5,0,PCB,20,3902,3
1026,20,0,PBD,20,3903,3
1027,0.2,0,PCB,20,3905,3
1028,4000,0,WBD,20,3909,3
1029,20,0,PBD,20,3911,3
1030,0.6,0,PGP,20,3913,3
1031,10,0,PBD,20,3917,3
1032,20,0,PID,20,3919,3
1033,20,0,PID,20,3920,3
1034,20,0,PID,20,3921,3
1035,3,0,PGP,20,3924,3
1036,3,0,PGP,20,3925,3
1037,5,0,PBD,20,3927,3
1038,3000,0,WBD,20,3929,3
1039,20,0,PCB,20,3930,3
1040,1,0,PGP,20,3931,3
1041,20,0,PCB,20,3933,3
1042,20,0,PGP,20,3934,3
1043,10,0,PBD,20,3936,3
1044,10,0,PBD,20,3938,3
1045,10,0,PGP,20,3943,3
1046,2.4,0,PGP,20,3945,3
1047,5,0,PBD,20,3947,3
1048,3,0,PGP,20,3953,3
1049,3,0,PGP,20,3957,3
1050,20,0,PBD,20,3958,3
1051,0.6,0,PGP,20,3961,3
1052,10,0,PND,20,3962,3
1053,1,0,PBD,20,3964,3
1054,0.7,0,PGP,20,3965,3
1055,1000,1,FGP,20,3969,3
1056,55,0,PBD,20,3972,3
1057,5,0,PBD,20,3973,3
1058,2,0,PBD,20,3976,3
1059,3000,0,WND,20,3978,3
1060,5,0,PBD,20,3979,3
1061,20,0,PBD,20,3980,3
1062,1.4,0,PGP,20,3999,3
1063,5000,0,WBD,20,4001,3
1064,0.4,0,PGP,20,4012,3
1065,50,0,PND,20,4016,3
1066,1.5,0,PBD,20,4056,3
1067,5,0,PBD,20,4059,3
1068,10,0,PBD,20,4063,3
1069,2.5,0,PGP,20,4065,3
1070,50,0,PBD,20,4071,3
1071,3,0,PGP,20,4073,3
1072,3,0,PGP,20,4074,3
1073,1000,0,WBD,20,4074,3
1074,2.5,0,PGP,20,4076,3
1075,1000,0,WBD,20,4076,3
1076,1000,0,WBD,20,4077,3
1077,1000,0,WBD,20,4078,3
1078,5,0,PND,20,4082,3
1079,20,0,PBD,20,4084,3
1080,20,0,PCB,20,4088,3
1081,50,0,PBD,20,4089,3
1082,4,0,PGP,20,4093,3
1083,7,0,PGP,20,4095,3
1084,10,0,PCB,20,4096,3
1085,20,0,PBD,20,4097,3
1086,1000,0,WND,20,4100,3
1087,1000,0,WND,20,4101,3
1088,20,0,PBD,20,4104,3
1089,20,0,PBD,20,4105,3
1090,20,0,PBD,20,4106,3
1091,5,0,PGP,20,4107,3
1092,5,0,PBD,20,4108,3
1093,10,0,PBD,20,4109,3
1094,4000,0,WBD,20,4113,3
1095,50,0,PBD,20,4118,3
1096,20,0,PND,20,4137,3
1097,2000,0,WBD,20,4186,3
1098,5,0,PBD,20,4187,3
1099,5,0,PBD,20,4189,3
1100,0.2,0,PGP,20,4191,3
1101,1000,0,WND,20,4193,3
1102,2.5,0,PGP,20,4196,3
1103,5,0,PND,20,6012,3
1104,5,0,PND,20,6014,3
1105,5,0,PND,20,6023,3
1106,1500,3,FGP,199,2243,3
1107,1000,3,FGP,199,2244,3
1108,20,0,PND,199,3383,3
1109,30,0,PCB,199,3555,3
1110,10,0,PBD,199,3629,3
1111,50,0,PBD,199,3644,3
1112,2000,0,WBD,199,3790,3
1113,5,0,PBD,199,3847,3
1114,20,0,PBD,199,3860,3
1115,2000,0,WCB,199,3864,3
1116,2000,0,WND,199,3891,3
1117,20,0,PID,199,3919,3
1118,20,0,PID,199,3920,3
1119,20,0,PID,199,3921,3
1120,20,0,PCB,199,3933,3
1121,1000,0,WCB,199,3939,3
1122,1500,3,FGP,199,3941,3
1123,5,0,PBD,199,3947,3
1124,2000,0,WBD,199,3948,3
1125,0.7,0,PGP,199,3965,3
1126,55,0,PBD,199,3972,3
1127,5,0,PBD,199,3973,3
1128,2,0,PBD,199,3976,3
1129,5,0,PBD,199,3979,3
1130,5,0,PBD,199,4059,3
1131,1.5,0,PBD,199,4066,3
1132,2.5,0,PGP,199,4068,3
1133,50,0,PBD,199,4070,3
1134,1000,0,WBD,199,4077,3
1135,1000,0,WBD,199,4078,3
1136,50,0,PBD,199,4089,3
1137,1000,0,WND,199,4100,3
1138,1000,0,WND,199,4101,3
1139,50,0,PBD,199,4118,3
1140,2000,0,WBD,199,4186,3
1141,5,0,PBD,199,4187,3
1142,5,0,PBD,199,4189,3
1143,1000,0,WND,199,4193,3
1144,10,0,PBD,25,289,3
1145,5,0,PCB,25,381,3
1146,10,0,PBD,25,418,3
1147,10,0,PBD,25,439,3
1148,10,0,PBD,25,472,3
1149,10,0,PBD,25,476,3
1150,0.4,0,PGP,25,507,3
1151,0.4,0,PCB,25,509,3
1152,1500,2,FGP,25,1210,3
1153,20,0,PBD,25,2264,3
1154,0.4,0,PGP,25,2324,3
1155,20,0,PBD,25,2565,3
1156,1000,2,FGP,25,2804,3
1157,1500,3,FGP,25,2979,3
1158,1000,3,FGP,25,2981,3
1159,20,0,PBD,25,3065,3
1160,1,0,PGP,25,3286,3
1161,20,0,PBD,25,3340,3
1162,20,0,PBD,25,3375,3
1163,20,0,PBD,25,3459,3
1164,0.4,0,PGP,25,3511,3
1165,20,0,PBD,25,3573,3
1166,1.4,0,PGP,25,3578,3
1167,5,0,PGP,25,3634,3
1168,30,0,PBD,25,3648,3
1169,10,0,PBD,25,3651,3
1170,2.4,0,PGP,25,3659,3
1171,10,0,PBD,25,3665,3
1172,10,0,PBD,25,3666,3
1173,25,0,PBD,25,3682,3
1174,20,0,PBD,25,3717,3
1175,5,0,PBD,25,3725,3
1176,5,0,PBD,25,3726,3
1177,5,0,PBD,25,3731,3
1178,1,0,PGP,25,3772,3
1179,5,0,PBD,25,3847,3
1180,5,0,PGP,25,3857,3
1181,20,0,PBD,25,3859,3
1182,0.6,0,PGP,25,3885,3
1183,2,0,PGP,25,3888,3
1184,5,0,PBD,25,3895,3
1185,0.6,0,PGP,25,3913,3
1186,3,0,PGP,25,3924,3
1187,5,0,PBD,25,3927,3
1188,10,0,PBD,25,3936,3
1189,10,0,PBD,25,3938,3
1190,2.4,0,PGP,25,3945,3
1191,5,0,PBD,25,3947,3
1192,0.6,0,PGP,25,3961,3
1193,1,0,PBD,25,3964,3
1194,1000,1,FGP,25,3969,3
1195,5,0,PBD,25,3973,3
1196,2,0,PBD,25,3976,3
1197,3000,0,WND,25,3978,3
1198,5,0,PBD,25,3979,3
1199,1.4,0,PGP,25,3999,3
1200,0.4,0,PGP,25,4012,3
1201,5,0,PBD,25,4059,3
1202,0.5,0,PGP,25,4073,3
1203,0.5,0,PGP,25,4074,3
1204,0.5,0,PGP,25,4076,3
1205,20,0,PBD,25,4084,3
1206,20,0,PND,25,4137,3
1207,0.2,0,PGP,25,4191,3
1208,0.5,0,PGP,25,4196,3
1209,5,0,PND,25,6012,3
1210,5,0,PND,25,6014,3
1211,5,0,PND,25,6023,3
1212,10,0,PBD,39,289,3
1213,10,0,PID,39,339,3
1214,5,0,PCB,39,381,3
1215,0.5,0,PGP,39,1239,3
1216,15,0,PID,39,1344,3
1217,3,0,PGP,39,2359,3
1218,20,0,PBD,39,2565,3
1219,10,0,PND,39,3046,3
1220,1,0,PGP,39,3286,3
1221,0.4,0,PGP,39,3511,3
1222,10,0,PBD,39,3629,3
1223,10,0,PBD,39,3665,3
1224,10,0,PBD,39,3666,3
1225,1,0,PGP,39,3772,3
1226,1,0,PGP,39,3840,3
1227,0.5,0,PCB,39,3845,3
1228,10,0,PND,39,3858,3
1229,20,0,PBD,39,3859,3
1230,2000,0,WBD,39,3873,3
1231,5,0,PBD,39,3874,3
1232,2000,0,NGP,39,3881,3
1233,1000,0,WCB,39,3904,3
1234,1000,0,WCB,39,3910,3
1235,3,0,PGP,39,3924,3
1236,5,0,PBD,39,3927,3
1237,2000,0,WBD,39,3942,3
1238,3,0,PGP,39,3953,3
1239,2,0,PBD,39,3976,3
1240,3000,0,WND,39,3978,3
1241,10,0,PBD,39,4063,3
1242,2,0,PGP,39,4073,3
1243,2,0,PGP,39,4074,3
1244,1.5,0,PGP,39,4076,3
1245,20,0,PBD,39,4106,3
1246,3,0,PGP,39,4188,3
1247,1.5,0,PGP,39,4196,3
1248,10,0,PBD,21,289,3
1249,10,0,PID,21,339,3
1250,5,0,PCB,21,381,3
1251,10,0,PBD,21,418,3
1252,10,0,PBD,21,439,3
1253,10,0,PBD,21,472,3
1254,10,0,PBD,21,476,3
1255,0.4,0,PGP,21,507,3
1256,0.4,0,PCB,21,509,3
1257,5,0,PGP,21,1239,3
1258,3000,0,WBD,21,1239,3
1259,15,0,PID,21,1344,3
1260,0.4,0,PGP,21,2324,3
1261,20,0,PBD,21,2478,3
1262,20,0,PBD,21,2565,3
1263,1000,2,FGP,21,2804,3
1264,1500,3,FGP,21,2979,3
1265,1000,3,FGP,21,2981,3
1266,1,0,PGP,21,3286,3
1267,1500,5,FGP,21,3294,3
1268,1500,5,FGP,21,3295,3
1269,1000,5,FGP,21,3296,3
1270,20,0,PBD,21,3375,3
1271,10,0,PBD,21,3381,3
1272,10,0,PBD,21,3382,3
1273,5,0,PBD,21,3420,3
1274,20,0,PBD,21,3459,3
1275,0.4,0,PGP,21,3511,3
1276,20,0,PBD,21,3573,3
1277,1.4,0,PGP,21,3578,3
1278,10000,0,WND,21,3633,3
1279,5,0,PGP,21,3634,3
1280,30,0,PBD,21,3648,3
1281,10,0,PBD,21,3651,3
1282,2.4,0,PGP,21,3659,3
1283,10,0,PBD,21,3665,3
1284,10,0,PBD,21,3666,3
1285,20,0,PBD,21,3697,3
1286,20,0,PBD,21,3709,3
1287,5,0,PBD,21,3725,3
1288,5,0,PBD,21,3726,3
1289,5,0,PBD,21,3731,3
1290,1,0,PGP,21,3772,3
1291,0.5,0,PCB,21,3845,3
1292,5,0,PBD,21,3847,3
1293,1.2,0,PGP,21,3851,3
1294,5,0,PGP,21,3857,3
1295,20,0,PBD,21,3859,3
1296,1.5,0,PGP,21,3875,3
1297,1000,2,FGP,21,3876,3
1298,1000,3,FGP,21,3877,3
1299,0.6,0,PGP,21,3885,3
1300,2,0,PGP,21,3888,3
1301,5,0,PBD,21,3895,3
1302,1000,0,WBD,21,3900,3
1303,0.6,0,PGP,21,3913,3
1304,3,0,PGP,21,3924,3
1305,5,0,PBD,21,3927,3
1306,1,0,PGP,21,3931,3
1307,10,0,PBD,21,3936,3
1308,2.4,0,PGP,21,3945,3
1309,5,0,PBD,21,3947,3
1310,0.6,0,PGP,21,3961,3
1311,1,0,PBD,21,3964,3
1312,1000,1,FGP,21,3969,3
1313,55,0,PBD,21,3972,3
1314,5,0,PBD,21,3973,3
1315,2,0,PBD,21,3976,3
1316,3000,0,WND,21,3978,3
1317,5,0,PBD,21,3979,3
1318,1.4,0,PGP,21,3999,3
1319,5000,0,WBD,21,4001,3
1320,0.4,0,PGP,21,4012,3
1321,1.5,0,PBD,21,4056,3
1322,5,0,PBD,21,4059,3
1323,10,0,PBD,21,4063,3
1324,2.5,0,PGP,21,4065,3
1325,50,0,PBD,21,4071,3
1326,0.5,0,PGP,21,4073,3
1327,0.5,0,PGP,21,4074,3
1328,0.5,0,PGP,21,4076,3
1329,10,0,PCB,21,4096,3
1330,20,0,PND,21,4137,3
1331,2000,0,WBD,21,4186,3
1332,5,0,PBD,21,4187,3
1333,3,0,PGP,21,4188,3
1334,0.2,0,PGP,21,4191,3
1335,0.5,0,PGP,21,4196,3
1336,5,0,PND,21,6012,3
1337,5,0,PND,21,6014,3
1338,5,0,PND,21,6023,3
1339,5,0,PBD,42,16,4
1340,4,0,PBD,42,20,4
1341,4,0,PGP,42,31,4
1342,3,0,PBD,42,236,4
1343,3,0,PBD,42,287,4
1344,3,0,PBD,42,289,4
1345,7000,0,WBD,42,291,4
1346,2500,0,WND,42,353,4
1347,2500,0,NGP,42,354,4
1348,2500,0,WND,42,355,4
1349,2500,0,WCB,42,368,4
1350,1000,0,WCB,42,375,4
1351,10,0,PBD,42,472,4
1352,10,0,PBD,42,476,4
1353,0.4,0,PGP,42,507,4
1354,0.4,0,PCB,42,509,4
1355,1,0,PGP,42,1239,4
1356,1,0,PGP,42,1572,4
1357,1,0,PGP,42,1573,4
1358,1.7,0,PCB,42,1872,4
1359,5,0,PCB,42,1897,4
1360,5,0,PND,42,1897,4
1361,1000,0,WBD,42,2320,4
1362,1000,0,WBD,42,2321,4
1363,0.4,0,PGP,42,2324,4
1364,3000,0,WBD,42,2326,4
1365,2,0,PGP,42,2359,4
1366,10,0,PBD,42,2396,4
1367,10,0,PBD,42,2502,4
1368,4,0,PGP,42,2583,4
1369,2500,0,WCB,42,2633,4
1370,1,0,PGP,42,2653,4
1371,10,0,PBD,42,2928,4
1372,5,0,PGP,42,3251,4
1373,1,0,PGP,42,3286,4
1374,10,0,PBD,42,3350,4
1375,5,0,PGP,42,3378,4
1376,10,0,PBD,42,3380,4
1377,1,0,PGP,42,3381,4
1378,1.5,0,PGP,42,3382,4
1379,3000,0,WND,42,3383,4
1380,1.5,0,PGP,42,3454,4
1381,5,0,PND,42,3482,4
1382,5,0,PGP,42,3486,4
1383,0.4,0,PGP,42,3511,4
1384,1.4,0,PGP,42,3578,4
1385,1.5,0,PGP,42,3616,4
1386,10,0,PBD,42,3644,4
1387,5,0,PBD,42,3650,4
1388,1.5,0,PGP,42,3654,4
1389,2.4,0,PGP,42,3659,4
1390,5000,0,NGP,42,3661,4
1391,5000,0,NGP,42,3671,4
1392,5,0,PBD,42,3682,4
1393,5,0,PBD,42,3683,4
1394,1,0,PGP,42,3711,4
1395,3,0,PBD,42,3717,4
1396,10,0,PBD,42,3724,4
1397,10,0,PBD,42,3725,4
1398,10,0,PBD,42,3726,4
1399,12000,0,WBD,42,3727,4
1400,5,0,PBD,42,3731,4
1401,5,0,PGP,42,3777,4
1402,5,0,PBD,42,3790,4
1403,5,0,PCB,42,3827,4
1404,0.5,0,PCB,42,3845,4
1405,5,0,PBD,42,3847,4
1406,1.2,0,PGP,42,3851,4
1407,7,0,PGP,42,3861,4
1408,3000,0,NGP,42,3863,4
1409,7,0,PGP,42,3866,4
1410,7,0,PBD,42,3869,4
1411,5,0,PGP,42,3872,4
1412,5,0,PBD,42,3874,4
1413,1.5,0,PGP,42,3875,4
1414,0.6,0,PGP,42,3885,4
1415,5,0,PCB,42,3890,4
1416,2500,0,WCB,42,3890,4
1417,1500,20,FGP,42,3891,4
1418,5,0,PCB,42,3892,4
1419,2500,0,WCB,42,3892,4
1420,9000,0,WND,42,3897,4
1421,1000,0,WBD,42,3899,4
1422,5,0,PBD,42,3909,4
1423,0.6,0,PGP,42,3913,4
1424,3000,0,WID,42,3919,4
1425,3000,0,WID,42,3920,4
1426,3000,0,WID,42,3921,4
1427,1,0,PGP,42,3924,4
1428,5,0,PGP,42,3925,4
1429,3,0,PGP,42,3926,4
1430,10,0,PBD,42,3927,4
1431,5,0,PCB,42,3930,4
1432,2500,0,WCB,42,3930,4
1433,3000,0,WCB,42,3933,4
1434,1000,0,NGP,42,3934,4
1435,1500,0,WBD,42,3938,4
1436,5,0,PGP,42,3943,4
1437,2.4,0,PGP,42,3945,4
1438,5,0,PBD,42,3948,4
1439,5,0,PBD,42,3951,4
1440,3,0,PGP,42,3953,4
1441,5,0,PGP,42,3957,4
1442,0.6,0,PGP,42,3961,4
1443,5,0,PND,42,3962,4
1444,3,0,PBD,42,3964,4
1445,0.7,0,PGP,42,3965,4
1446,5,0,PBD,42,3973,4
1447,100000,999.99,FND,42,3976,4
1448,5,0,PBD,42,3980,4
1449,10,0,PBD,42,3991,4
1450,10,0,PND,42,3992,4
1451,1,0,PCB,42,3996,4
1452,1.4,0,PGP,42,3999,4
1453,10,0,PBD,42,4004,4
1454,0.4,0,PGP,42,4012,4
1455,2,0,PGP,42,4013,4
1456,10,0,PND,42,4016,4
1457,5,0,PGP,42,4058,4
1458,7,0,PND,42,4060,4
1459,7,0,PBD,42,4063,4
1460,1.5,0,PBD,42,4066,4
1461,2.5,0,PGP,42,4068,4
1462,7,0,PBD,42,4069,4
1463,7,0,PND,42,4071,4
1464,0.7,0,PGP,42,4073,4
1465,0.7,0,PGP,42,4074,4
1466,0.7,0,PGP,42,4076,4
1467,10,0,PND,42,4083,4
1468,3,0,PBD,42,4084,4
1469,7,0,PBD,42,4089,4
1470,7,0,PGP,42,4095,4
1471,5,0,PCB,42,4096,4
1472,5,0,PBD,42,4097,4
1473,5,0,PBD,42,4110,4
1474,5000,0,NGP,42,4113,4
1475,5,0,PGP,42,4114,4
1476,5,0,PBD,42,4189,4
1477,0.2,0,PGP,42,4191,4
1478,0.7,0,PGP,42,4196,4
1479,5000,0,WND,42,6021,4
1480,5000,0,WND,42,6022,4
1481,5000,0,WND,42,6023,4
1482,7000,0,WBD,44,291,4
1483,10,0,PBD,44,472,4
1484,10,0,PBD,44,476,4
1485,5,0,PCB,44,1897,4
1486,10,0,PBD,44,2396,4
1487,3,0,PBD,44,3717,4
1488,12000,0,WBD,44,3727,4
1489,5,0,PCB,44,3827,4
1490,1,0,PGP,44,3924,4
1491,3,0,PGP,44,3953,4
1492,5,0,PND,44,3962,4
1493,7,0,PND,44,4060,4
1494,7,0,PBD,44,4063,4
1495,0.7,0,PGP,44,4073,4
1496,0.7,0,PGP,44,4074,4
1497,0.7,0,PGP,44,4076,4
1498,3,0,PBD,44,4084,4
1499,0.7,0,PGP,44,4196,4
1500,7000,0,WBD,51,291,4
1501,10,0,PBD,51,472,4
1502,10,0,PBD,51,476,4
1503,5,0,PCB,51,1897,4
1504,5,0,PCB,51,3827,4
1505,1,0,PGP,51,3924,4
1506,3,0,PGP,51,3953,4
1507,5,0,PND,51,3962,4
1508,0.7,0,PGP,51,4073,4
1509,0.7,0,PGP,51,4074,4
1510,0.7,0,PGP,51,4076,4
1511,0.7,0,PGP,51,4196,4
1512,7000,0,WBD,48,291,4
1513,10,0,PBD,48,472,4
1514,10,0,PBD,48,476,4
1515,5,0,PCB,48,1897,4
1516,12000,0,WBD,48,3727,4
1517,5,0,PCB,48,3827,4
1518,7,0,PBD,48,3869,4
1519,1,0,PGP,48,3924,4
1520,3,0,PGP,48,3953,4
1521,5,0,PND,48,3962,4
1522,7,0,PND,48,4060,4
1523,0.7,0,PGP,48,4073,4
1524,0.7,0,PGP,48,4074,4
1525,0.7,0,PGP,48,4076,4
1526,0.7,0,PGP,48,4196,4
1527,5,0,PBD,43,16,4
1528,4,0,PBD,43,20,4
1529,4,0,PGP,43,31,4
1530,3,0,PBD,43,236,4
1531,3,0,PBD,43,287,4
1532,3,0,PBD,43,289,4
1533,2500,0,WND,43,353,4
1534,2500,0,NGP,43,354,4
1535,2500,0,WND,43,355,4
1536,2500,0,WCB,43,368,4
1537,1000,0,WCB,43,375,4
1538,10,0,PBD,43,472,4
1539,10,0,PBD,43,476,4
1540,0.4,0,PGP,43,507,4
1541,0.4,0,PCB,43,509,4
1542,1,0,PGP,43,1239,4
1543,1,0,PGP,43,1572,4
1544,1,0,PGP,43,1573,4
1545,1.7,0,PCB,43,1872,4
1546,5,0,PCB,43,1897,4
1547,5,0,PND,43,1897,4
1548,1000,0,WBD,43,2320,4
1549,1000,0,WBD,43,2321,4
1550,0.4,0,PGP,43,2324,4
1551,3000,0,WBD,43,2326,4
1552,2,0,PGP,43,2359,4
1553,10,0,PBD,43,2396,4
1554,10,0,PBD,43,2502,4
1555,4,0,PGP,43,2583,4
1556,2500,0,WCB,43,2633,4
1557,1,0,PGP,43,2653,4
1558,10,0,PBD,43,2928,4
1559,5,0,PGP,43,3251,4
1560,1,0,PGP,43,3286,4
1561,10,0,PBD,43,3350,4
1562,4000,0,WCB,43,3351,4
1563,5,0,PGP,43,3378,4
1564,10,0,PBD,43,3380,4
1565,1,0,PGP,43,3381,4
1566,1.5,0,PGP,43,3382,4
1567,3000,0,WND,43,3383,4
1568,1.5,0,PGP,43,3454,4
1569,5,0,PND,43,3482,4
1570,5,0,PGP,43,3486,4
1571,0.4,0,PGP,43,3511,4
1572,1.4,0,PGP,43,3578,4
1573,1.5,0,PGP,43,3616,4
